Hotel Name,Adress,City&State,Zip Code,Room counts,links
The Wooden Fin,Galveston," TX,", TX,2 rooms,"https://www.hotels.com/ho2865370784/the-wooden-fin-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503148&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=553248635976417650&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=89511587"""
Sea Beauty 3 Bedroom Home by Redawning,957 Mary Ann," Port Bolivar, TX", 77650,2 rooms,"https://www.hotels.com/ho2154731616/sea-beauty-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503149&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=67304113"""
Seascape 2221 1 Bedroom Condo by RedAwning,10811 Termini-San Luis Pass Rd," #2221, Galveston", 77554,2 rooms,"https://www.hotels.com/ho937754464/seascape-2221-1-br-condo-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503149&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=29273577"""
Sunny Daze Walk to Beach 2 Decks Pet Friendly Has a Mini Bar,Galveston," TX,", TX,4 rooms,"https://www.hotels.com/ho2453462720/sunny-daze-walk-to-beach-2-decks-pet-friendly-has-a-mini-bar-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503149&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=553248635976417650&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76639460"""
Reader's 3 Bedroom Home by Redawning,913 S. Sage Rd.," Port Bolivar, TX", 77650,4 rooms,"https://www.hotels.com/ho1887251488/reader-s-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503150&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=58945359"""
Sands of Time,1828 Bernardo De Galvez Ave," Galveston, TX", 77550,4 rooms,"https://www.hotels.com/ho1966136032/sands-of-time-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503150&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=61410501"""
Experience Dolphin Cove Canal House in Freeport,Freeport," TX,", TX,5 rooms,"https://www.hotels.com/ho2829969504/experience-dolphin-cove-canal-house-in-freeport-freeport-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503150&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=88405297"""
Island Life,16603 Jamaica Cove Rd.," Galveston, TX", 77554,5 rooms,"https://www.hotels.com/ho2434276352/island-life-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503150&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76039886"""
Coastal Dreams Bed & Breakfast,3602 Avenue P (Bernardo de Galvez)," Galveston, TX", 77550,4 rooms,"https://www.hotels.com/ho252782/coastal-dreams-bed-breakfast-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503151&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=1630283"""
8 Seconds To Sea 5 Bedroom Home by Redawning,1126 Blue Water Dr.," Port Bolivar, TX", 77650,4 rooms,"https://www.hotels.com/ho2387826432/8-seconds-to-sea-5-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503151&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=74588326"""
Sun Ray's 5 Bedroom Home by Redawning,876 Kahla Dr.," Port Bolivar, TX", 77650,4 rooms,"https://www.hotels.com/ho2226262080/sun-ray-s-5-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503151&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=69539440"""
Mermaid Mansion 3 Bedroom Home by Redawning,1968 Avenue G," Port Bolivar, TX", 77650,4 rooms,"https://www.hotels.com/ho2163849504/mermaid-mansion-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503152&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=67589047"""
The Coast is Clear Great Home By Beach Bay,Galveston," TX,", TX,6 rooms,"https://www.hotels.com/ho2453462400/the-coast-is-clear-great-home-by-beach-bay-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201503140&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=553248635976417650&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76639450"""
Serendipity Shore 3 Bedroom Home by Redawning,2384 Sand Drift Ln.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho1840533856/serendipity-shore-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510993&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=57485433"""
Islander East 113-beachfront Sailaway,415 East Beach Drive #113," Galveston, TX", 77550,6 rooms,"https://www.hotels.com/ho2434327008/islander-east-113-beachfront-sailaway-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510993&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76041469"""
Bolivar Dunes 3 Bedroom Home by Redawning,866 Meynig Dr.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho2230724448/bolivar-dunes-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510993&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=69678889"""
Beachy Beach 3 Bedroom Home by Redawning,827 S. Tinkle Ln.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho2122023872/beachy-beach-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510993&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=66281996"""
The Salty Mermaid 3 Bedroom Home by Redawning,831 S. Monkhouse Dr.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho1841544960/the-salty-mermaid-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510994&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=57517030"""
23 Yards To The Sea 6 Bedroom Home by Redawning,1122 Blue Water Dr.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho2103537344/23-yards-to-the-sea-6-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510994&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=65704292"""
Everleigh After 3 Bedroom Home by Redawning,4418 Whaler Ln.," Port Bolivar, TX", 77650,6 rooms,"https://www.hotels.com/ho2427034848/everleigh-after-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510994&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=75813589"""
Seascape Resort Beachfront Condos,10811 Termini San Luis Pass Rd," Galveston, TX", 77554,58 rooms,"https://www.hotels.com/ho1552421952/seascape-resort-beachfront-condos-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510994&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=48481936"""
The Esscape 3 Bedroom Home by Redawning,926 Surfside," Port Bolivar, TX", 77650,58 rooms,"https://www.hotels.com/ho2440403136/the-esscape-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76231348"""
Island Paradise - OLD,1019 Avenue K," Galveston, TX", 77550,3 rooms,"https://www.hotels.com/ho2434351584/island-paradise-old-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76042237"""
Victorian 3312-adie's Oasis,6300 Seawall Blvd #3312," Galveston, TX", 77551,2 rooms,"https://www.hotels.com/ho2435106016/victorian-3312-adie-s-oasis-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76065813"""
Stunning Beach House With Firepit&grill,408 Fort Velasco Drive," Freeport, TX", 77541,2 rooms,"https://www.hotels.com/ho2395629952/stunning-beach-house-with-firepit-grill-freeport-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=74832186"""
Crystal Blue 3 Bedroom Home by Redawning,928 Palmview," Port Bolivar, TX", 77650,2 rooms,"https://www.hotels.com/ho2457645856/crystal-blue-3-bedroom-home-port-bolivar-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=94245&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76770183"""
San Luis Resort 1035-luis' Life,5220 Seawall Blvd.," #1035, Galveston", 77551,2 rooms,"https://www.hotels.com/ho2435098784/san-luis-resort-1035-luis-life-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510995&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76065587"""
Beach Beauty - Spectacular Top-floor Balcony Views at Seascape Heated Pool,Galveston," TX,", TX,3 rooms,"https://www.hotels.com/ho2453461728/beach-beauty-spectacular-top-floor-balcony-views-at-seascape-heated-pool-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510996&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76639429"""
Diamond Beach 312-island Jewel,10327 San Luis Pass Rd. #312," Galveston, TX", 77554,3 rooms,"https://www.hotels.com/ho2434162816/diamond-beach-312-island-jewel-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510996&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76036338"""
San Luis Resort 935-luis' Lookout,5220 Seawall Blvd. #935," Galveston, TX", 77551,3 rooms,"https://www.hotels.com/ho2435098400/san-luis-resort-935-luis-lookout-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510997&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76065575"""
Great Views of the Gulf Heated Pool Hot Tubs Private Boardwalk to the Beach,Galveston," TX,", TX,2 rooms,"https://www.hotels.com/ho2453462368/great-views-of-the-gulf-heated-pool-private-boardwalk-to-the-beach-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510997&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76639449"""
Diamond Beach 708-kohinoor,10327 San Luis Pass," #708, Galveston", 77554,2 rooms,"https://www.hotels.com/ho2434165184/diamond-beach-708-kohinoor-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510997&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76036412"""
Seascape 1118 Studio Bedroom Condo by RedAwning,10811 Termini-San Luis Pass Rd," #1118, Galveston", 77554,2 rooms,"https://www.hotels.com/ho937757696/seascape-1118-1-br-condo-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510997&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=29273678"""
Slow M'ocean,Galveston," TX,", TX,2 rooms,"https://www.hotels.com/ho2865377824/slow-m-ocean-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510998&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;neighborhoodId=553248635976474158&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=89511807"""
Island Dream,7000 Seawall #1025," Galveston, TX", 77551,2 rooms,"https://www.hotels.com/ho1564718240/island-dream-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510998&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=48866195"""
Ocean Pearl,4307 Avenue R," Galveston, TX", 77550,2 rooms,"https://www.hotels.com/ho2689254848/ocean-pearl-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510998&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=84007964"""
"Casa Del Mar 208 - Red, White & Beach",6102 Seawall Boulevard," #208, Galveston", 77551,2 rooms,"https://www.hotels.com/ho2434140608/casa-del-mar-208-red-white-beach-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510999&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76035644"""
Seascape 2318 1 Bedroom Apts by RedAwning,10811 Termini San Luis Pass Rd," #2318, Galveston", 77554,2 rooms,"https://www.hotels.com/ho937758784/seascape-2318-1-br-apts-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510999&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=29273712"""
Seascape 2206-shore Thing,10811 San Luis Pass Rd #2206," Galveston, TX", 77554,2 rooms,"https://www.hotels.com/ho2435101248/seascape-2206-shore-thing-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510999&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76065664"""
Diamond Beach 506-seaglass Treasure,10327 San Luis Pass Road #506," Galveston, TX", 77554,2 rooms,"https://www.hotels.com/ho2434164096/diamond-beach-506-seaglass-treasure-galveston-united-states-of-america/?chkin=2023-01-11&amp;chkout=2023-01-12&amp;x_pwa=1&amp;rfrr=HSR&amp;pwa_ts=1672201510999&amp;referrerUrl=aHR0cHM6Ly93d3cuaG90ZWxzLmNvbS9Ib3RlbC1TZWFyY2g%3D&amp;useRewards=false&amp;rm1=a2&amp;regionId=1341&amp;destination=Galveston%2C+Texas%2C+United+States+of+America&amp;destType=MARKET&amp;sort=RECOMMENDED&amp;userIntent=&amp;expediaPropertyId=76036378"""
